,BIC,FSV,LLR,M,g,l,max_delta,max_ll,max_mu_hat,max_s2_t_hat,model,n,s2_FSV,s2_logdelta,time,PER_prob,SE_prob,linear_prob,pval,qval,max_ll_null
30,456.499569791,0.393122443702,15.9253615301,4,Frzb,1.13519024227,1.5073474988,-217.128421634,1.18028434605,0.310951296762,SE,260,0.000907796377221,0.0183083660608,0.00116801261902,3.24934348414e-05,0.999967506561,3.83003890323e-12,6.58898795882e-05,0.0211707455502,-233.053783164
31,331.780926899,0.586901992788,41.9662286615,4,Fabp7,1.13519024227,0.68727043626,-154.769100187,5.03631560351,3.60394001895,SE,260,0.000406881528508,0.00799917234419,0.00117707252502,8.07845016194e-14,1.0,1.60328653017e-34,9.28634946717e-11,4.59983843607e-07,-196.735328849
32,401.884205246,0.418545660748,16.4846997428,4,Slc6a11,1.13519024227,1.35647851348,-189.820739361,-3.38628318438,1.53734037665,SE,260,0.000736476879747,0.0143926670069,0.00116181373596,2.11381555179e-08,0.999999978861,1.25136009456e-12,4.90442595132e-05,0.0165635840083,-206.305439104
33,467.696240101,0.608356686453,36.6554083609,4,Apod,1.13519024227,0.628597395695,-222.726756788,3.53247461744,1.99027350417,SE,260,0.000475189236543,0.00960393018528,0.00134110450745,4.61884803309e-19,1.0,3.77856932336e-30,1.40967371109e-09,3.49129189114e-06,-259.382165149
34,486.203136306,0.461357170021,26.4729447661,4,S100a5,1.13519024227,1.13999712374,-231.980204891,5.00134703429,3.37158538942,SE,260,0.000505118352878,0.00955089362656,0.00126814842224,2.91517179696e-15,1.0,7.49202540515e-20,2.6725507718e-07,0.000233612379229,-258.453149657
35,270.959276051,0.340117639118,14.58068324,4,Arhgap33,1.13519024227,1.89442541103,-124.358274764,-4.9474821035,2.86998072505,SE,260,0.000708771119461,0.0157606521312,0.0014820098877,0.0202136994676,0.979786300477,5.52486124087e-11,0.000134284041112,0.0332576808487,-138.938958004
36,222.414759229,0.435522169254,17.9664906102,4,Cplx1,1.13519024227,1.26554260461,-100.086016353,-8.69238102715,9.48716073288,SE,260,0.000559315658984,0.0107569312683,0.00116300582886,6.6996962535e-10,0.99999999933,6.46122843489e-14,2.24828131081e-05,0.00975395152384,-118.052506963
37,336.652291903,0.347903787653,14.1738184882,4,Trnp1,1.13519024227,1.83017520591,-157.20478269,-1.85784687058,0.477192316503,SE,260,0.000626036386139,0.0136822652056,0.00131487846375,0.444147744382,0.555852255547,7.0720873102e-11,0.000166673631435,0.0381041563557,-171.378601178
38,167.561796976,0.555611670631,30.409644972,4,Marcks,1.13519024227,0.780964750677,-72.6595352258,-3.60030607993,1.81174007113,SE,260,0.000422049717808,0.0080618325589,0.00119304656982,6.10713784276e-18,1.0,1.00537606655e-24,3.49784677889e-08,4.72527301221e-05,-103.069180198
39,143.593295099,0.393358209857,17.1182771674,4,Atp1b1,1.13519024227,1.50585880442,-60.6752842874,-10.5093941971,13.373016481,SE,260,0.000666458650477,0.0134365821924,0.00132608413696,2.3693837675e-11,0.999999999976,3.52422753874e-13,3.51226762414e-05,0.0130480742237,-77.7935614548
40,427.110498833,0.34830137114,14.2692843072,4,Vtn,1.13519024227,1.82697148892,-202.433886154,1.50413757644,0.372064186163,SE,260,0.000890559798273,0.0194469106693,0.00140404701233,1.60726512385e-06,0.99999839263,1.05115560596e-10,0.000158429185556,0.0373734228795,-216.703170462
41,337.270404651,0.400435952887,20.821804399,4,Trak2,1.13519024227,1.46198415539,-157.513839064,-0.738288170867,0.158591922854,SE,260,0.000518251200592,0.0103479069612,0.00138711929321,1.79510202457e-10,0.99999999982,2.13905068155e-16,5.04058238204e-06,0.00277418719249,-178.335643463
42,347.667894975,0.430283755131,19.1513748184,4,Gabra1,1.13519024227,1.29283708046,-162.712584225,-2.86233870232,1.12315825424,SE,260,0.000505512536333,0.00976623043777,0.00138211250305,0.0609322873611,0.939067712639,5.67328576245e-15,1.20750498138e-05,0.00579056795978,-181.863959044
43,373.653083709,0.387257999552,16.8001800495,4,Igfbp2,1.13519024227,1.54496056731,-175.705178593,-1.05391206586,0.235312614963,SE,260,0.000698434348104,0.0142076717032,0.00138807296753,0.00341927380119,0.996580726184,1.46548089604e-11,4.15293623508e-05,0.0143517749891,-192.505358642
