,BIC,FSV,LLR,M,g,l,max_delta,max_ll,max_mu_hat,max_s2_t_hat,model,n,s2_FSV,s2_logdelta,time,PER_prob,SE_prob,linear_prob,pval,qval,max_ll_null
88,668.273910442,0.264956117886,24.3278938666,4,VCAN,3.12566321386,2.31559930385,-323.094033385,-3.83102603098,0.692541085351,SE,250,0.00299431377855,0.0839015737736,0.00116991996765,0.00144863209137,0.998551366334,1.57471133998e-09,8.12538712647e-07,0.000282346222392,-347.421927252
89,737.906734076,0.472471742351,55.5789004542,4,COL1A1,3.12566321386,0.931952942276,-357.910445202,-6.85140655073,2.29413446278,SE,250,0.00192171098135,0.0361674857659,0.00098705291748,0.000247772974419,0.999752227026,3.43538206174e-20,8.98170426922e-14,1.64968245413e-10,-413.489345657
90,440.12728883,0.163108047855,15.948544558,4,HMCN1,3.12566321386,4.28270437014,-209.02072258,-2.11217704834,0.177507616811,SE,250,0.000946775395043,0.0485084417303,0.00129199028015,0.0288818671242,0.971118132333,5.4233056092e-10,6.50878046241e-05,0.0116226931118,-224.969267138
91,621.24211956,0.20611569717,18.6058966084,4,MAFB,3.12566321386,3.21492053174,-299.578137944,-4.90562769148,0.80631769637,SE,250,0.00148544204315,0.0557168729763,0.00113797187805,0.000755538709873,0.999244461289,1.32143370843e-12,1.60722649025e-05,0.00382668721948,-318.184034553
92,718.131021102,0.191710768893,16.3372781122,4,VIM,3.12566321386,3.51920348213,-348.022588715,-3.75062874929,0.603939891628,SE,250,0.00191258791252,0.0787201438784,0.00117683410645,0.0054567881995,0.994543184737,2.70632304787e-08,5.30108222121e-05,0.0101849891847,-364.359866827
93,664.30634864,0.375320016863,50.692749312,4,SFRP2,3.12566321386,1.3892485678,-321.110252484,-5.20308589264,1.24138889562,SE,250,0.00107082351565,0.0222036329086,0.00125193595886,5.68560937682e-11,0.999999999943,4.55388186958e-24,1.08013598066e-12,1.54303425592e-09,-371.803001796
94,484.790636512,0.142408222462,14.0888142345,4,CRISPLD2,3.12566321386,5.02654572787,-231.35239642,-2.86234150286,0.267050599208,SE,250,0.000967111116696,0.0602299743508,0.0015389919281,0.286631049031,0.713368931944,1.90243696492e-08,0.000174377712811,0.0241078267962,-245.441210655
95,560.204879628,0.314558033265,40.2385259888,4,SULF1,3.12566321386,1.81883794154,-269.059517978,-3.56532450938,0.593660339597,SE,250,0.00113202260867,0.0268565847023,0.00127005577087,4.24357870214e-05,0.999957564213,2.66860101732e-24,2.2477164574e-10,2.4082408744e-07,-309.298043967
96,657.674595421,0.196924428065,18.8299893683,4,RARRES1,3.12566321386,3.40393233099,-317.794375875,-5.39144451407,0.947866325304,SE,250,0.00156921114473,0.0623778713067,0.00126719474792,0.395284331391,0.604715668437,1.72136248303e-10,1.42902451039e-05,0.0034665977604,-336.624365243
97,583.02884844,0.21388357974,24.7434960696,4,COL5A1,3.12566321386,3.06784574251,-280.471502384,-3.07076464267,0.407761973697,SE,250,0.000970211012919,0.0347541557964,0.0011260509491,2.25662706049e-05,0.999977433729,4.23997284341e-13,6.54894180108e-07,0.000247646308048,-305.214998454
98,455.425120951,0.145092344159,12.3757532243,4,PEG10,3.12566321386,4.91811640776,-216.66963864,-3.07402736636,0.292210942589,SE,250,0.00100537549489,0.0609200175437,0.00128412246704,0.433132348759,0.566866558157,1.09308428203e-06,0.000434945304608,0.0486268850552,-229.045391864
99,646.257326244,0.244639478582,27.3352350013,4,FGB,3.12566321386,2.57722203254,-312.085741287,-3.4934886887,0.57069439067,SE,250,0.00120560832781,0.036855172181,0.00126099586487,0.00597024126904,0.994029758731,4.36342085169e-17,1.71065664412e-07,8.79756498936e-05,-339.420976288
100,432.958325443,0.16032485666,15.492187439,4,BEX1,3.12566321386,4.37154075695,-205.436240886,-3.11732714862,0.304871301775,SE,250,0.00102517392104,0.0538126863056,0.00114011764526,0.166226191165,0.833773774946,3.38897711468e-08,8.28469646809e-05,0.0142021789987,-220.928428325
101,235.165231176,0.380508608438,24.385235246,4,PI15,3.12566321386,1.35892310988,-106.539693752,-1.2395255519,0.129110527309,SE,250,0.00205750066696,0.0422977581457,0.00116586685181,1.94347141003e-07,0.999999805653,1.42877777704e-14,7.88708629074e-07,0.000281678523444,-130.924928998
102,508.988554096,0.188724264524,14.3340800616,4,SAA1,3.12566321386,3.58810249485,-243.451355212,-1.68118539851,0.175403196371,SE,250,0.00157085288808,0.0659992004685,0.00114488601685,0.338414263999,0.661585150174,5.85826921083e-07,0.000153068576255,0.022363666874,-257.785435274
103,377.816676675,0.304997988634,37.9207556872,4,ASPN,3.12566321386,1.90201168694,-177.865416502,-1.38968077203,0.163842680723,SE,250,0.000833815583244,0.0203356421266,0.00132608413696,0.0014743400381,0.998525659962,7.80338669652e-18,7.36772198806e-10,6.62125313092e-07,-215.786172189
104,647.568204924,0.21485557066,24.8519892197,4,AGT,3.12566321386,3.05019096534,-312.741180626,-4.49856445922,0.740221636252,SE,250,0.00102957612043,0.0366756758648,0.00134110450745,0.408498133388,0.591501866612,8.19943026523e-14,6.19051315098e-07,0.00024246700095,-337.593169846
105,543.9571915,0.223577256161,17.2655170329,4,CCDC80,3.12566321386,2.89864294176,-260.935673914,-2.41681353806,0.299035337486,SE,250,0.00168667649394,0.0572517149412,0.00118684768677,8.28064664102e-06,0.999991715769,3.58404076153e-09,3.25032207089e-05,0.00696489847757,-278.201190947
106,464.200459857,0.267305397377,22.8564810627,4,GBP1,3.12566321386,2.28791222724,-221.057308093,-2.90011570516,0.36027549721,SE,250,0.00179139515645,0.0497316019342,0.00116395950317,0.00091087372343,0.999089126277,7.87618087175e-17,1.74559719168e-06,0.000561078577337,-243.913789156
107,572.745130204,0.256789678516,21.666221988,4,SPP1,3.12566321386,2.41578490803,-275.329643266,-3.76520489892,0.576155543755,SE,250,0.00154913202938,0.0448859483822,0.00117802619934,0.21672560731,0.78327439269,5.2720521136e-15,3.24454473999e-06,0.000970118877257,-296.995865254
108,387.624084143,0.160521608227,13.5155438172,4,ADAMTS2,3.12566321386,4.36515947502,-182.769120236,-2.16117716171,0.168899358606,SE,250,0.00141854484191,0.0743324478025,0.00115394592285,0.0350048714705,0.964994544,5.84529582544e-07,0.000236595559777,0.0295231191779,-196.284664053
109,226.914494059,0.21628410219,16.727757691,4,TFF1,3.12566321386,3.02453178915,-102.414325194,-2.07275563812,0.152079680129,SE,250,0.00172762430314,0.061043932596,0.00114703178406,0.00267875652006,0.997317424545,3.81893452404e-06,4.31451025533e-05,0.00880502513537,-119.142082885
110,334.708750351,0.181895559455,14.2896742688,4,EEF1A2,3.12566321386,3.75414245195,-156.31145334,-2.26485874141,0.179873446549,SE,250,0.00154903554168,0.0683457898236,0.00116086006165,0.00288459643199,0.995914969741,0.00120043382716,0.000156722227183,0.0226401985943,-170.601127609
111,646.341004545,0.259172423093,37.7362796632,4,THBS2,5.29831144179,1.80821709127,-312.127580437,-2.5770662875,0.453966470122,SE,250,0.00233580727049,0.0670079775121,0.00114178657532,0.0640731272133,0.935926872776,1.05744351914e-11,8.09843081484e-10,6.62125313092e-07,-349.8638601
112,776.085285782,0.394446389801,59.2483131504,4,COL1A2,5.29831144179,0.971151154508,-376.999721055,-5.92545333373,1.62990580368,SE,250,0.00315272834674,0.0634651136307,0.000977993011475,0.0203243128615,0.979675687139,3.84743532509e-20,1.38777878078e-14,2.97377863075e-11,-436.248034206
113,712.087365473,0.543717914724,64.775814343,4,FN1,5.29831144179,0.530862433658,-345.000760901,-7.9959027365,2.53452520883,SE,250,0.00350919582723,0.0665288594885,0.00114393234253,3.15362830683e-08,0.999999968464,1.99722369133e-24,8.881784197e-16,2.28386198842e-12,-409.776575244
114,599.374748946,0.194956162247,16.7585131333,4,PALLD,5.29831144179,2.61219011446,-288.644452637,-3.74927557035,0.404930006943,SE,250,0.00363177005209,0.14625216529,0.00110697746277,0.253583120755,0.746416756277,1.22967720759e-07,4.24513688028e-05,0.0088031814306,-305.40296577
115,280.987101703,0.663190065363,92.0962992254,4,COL11A1,5.29831144179,0.321269205959,-129.450629016,-1.24896157586,0.452959992954,SE,250,0.00121188227472,0.0271558368801,0.00128102302551,1.50631602689e-10,0.999999999849,2.52509100594e-55,0.0,0.0,-221.546928241
