BIC FSV LLR M g l max_delta max_ll max_mu_hat max_s2_t_hat model n s2_FSV s2_logdelta time PER_prob SE_prob linear_prob pval qval max_ll_null
26869.1860808 0.00518418481482  4 Brs3 782.662153586 196.471510676 -13417.5686791 -24.6193203555 2.92004763658 PER 4975 1.95688420925e-06 0.0538699210702 0.00652098655701 0.732996265304 0.267003734589 1.05482189249e-10 0.000102933071667 0.0 -13433.1557489
28479.2903426 0.00364037364909  4 Cckar 782.662153586 280.225426122 -14222.62081 -29.5340535089 2.96250691975 PER 4975 1.32989037861e-06 0.0737704501753 0.00706696510315 0.999900336749 6.70488201652e-05 3.26144302499e-05 0.0316663307873 0.0 -14232.0422756
26182.1029875 0.00305229588016  4 Crhr1 782.662153586 334.412980263 -13074.0271325 -20.0609656731 1.15839504344 PER 4975 1.32247829618e-06 0.104095555377 0.00705909729004 0.965901013153 0.00351656188358 0.0305824249628 0.0747884636857 0.0 -13080.0095881
26698.065981 0.00450400669493  4 Cyp19a1 782.662153586 226.296516252 -13332.0086292 -20.4047879108 1.76152709329 PER 4975 2.0070883144e-06 0.0729935937659 0.00706601142883 0.999775039707 0.000223744123027 1.21617185629e-06 0.00879723212014 0.0 -13343.0745559
26849.0120435 0.00242720981925  4 Egr2 782.662153586 420.798955959 -13407.4816604 -14.1051595492 0.474611850762 PER 4975 1.05151794777e-06 0.13054785847 0.00761198997498 0.513365436987 0.348848059647 0.137786503366 0.0298032857173 0.0 -13412.3954394
27853.5395042 0.00305429229869  4 Igf2r 782.662153586 334.193724133 -13909.7453908 -29.679531148 2.51072972006 PER 4975 1.47487276015e-06 0.115940150502 0.00815796852112 0.87455296146 0.0217246613447 0.103722377196 0.0623214516384 0.0 -13915.0675259
26017.0771997 0.00349706000622  4 Nup62cl 782.662153586 291.751353214 -12991.5142385 -16.7523453938 0.933729685105 PER 4975 1.75998377293e-06 0.105731004315 0.007080078125 0.989395475002 9.91937435242e-06 0.0105946056237 0.380423637947 0.0 -12998.0387508
27476.8291197 0.00520633233807  4 Scgn 782.662153586 195.631373539 -13721.3901985 -21.2822850152 2.21639504166 PER 4975 2.79848124715e-06 0.0763907348802 0.00709199905396 0.999532072377 0.000465841781115 2.08584272235e-06 0.0083329948615 0.0 -13732.1862709
27153.429352 0.00337632643254  4 Ano3 1977.80331568 388.725185491 -13559.6903147 -17.2854086789 0.798706068167 PER 4975 6.6484130219e-06 0.428263503919 0.00479602813721 0.420795496013 0.22705767905 0.352146824937 0.0445203901333 0.0 -13564.0355016
26919.2321077 0.0129434302855  4 Mc4r 1977.80331568 100.42655469 -13442.5916926 -19.452465099 3.85373345292 PER 4975 3.31236525877e-05 0.151043201119 0.00418901443481 0.570625240049 0.429374759949 2.81585017108e-13 1.9043911789e-05 0.0 -13461.0164898
25384.1230656 0.0202023624771  4 Slc17a7 1977.80331568 63.8690031728 -12675.0371715 -11.1091384149 2.05575573244 PER 4975 0.000163925799957 0.316098384317 0.00364804267883 0.988327719847 0.011672277405 2.74957651787e-09 0.000565338413111 0.0 -12689.1433481
28268.0464274 0.0167534902341  4 Omp 4997.94954645 36.4984153756 -14116.9988524 -25.6326082958 3.46624060288 PER 4975 0.000273455766666 0.75601555329 0.00361800193787 0.86619587091 0.125638618196 0.00816551089558 5.390477676e-06 0.0 -14138.6574857
28696.9347217 0.0145055058201  4 Tacr3 4997.94954645 42.2511191867 -14331.4429995 -22.7717470112 2.51010956055 PER 4975 0.000124612804163 0.455351553078 0.00419092178345 0.687492321011 0.312504494458 3.1845300367e-06 0.00139856685619 0.0 -14342.0448996
28272.444639 0.505688541113 55.9208198098 4 Fn1 7.59504757051 0.977420685919 -14119.1979582 -3.25977126249 13.3690264691 SE 4975 5.89170034825e-05 0.00110378600089 0.00348591804504 4.95364206907e-23 1.0 1.13536002158e-24 7.54951656745e-14 0.0 -14175.118778
27291.0469333 0.370317107775 31.5037137174 4 Pdgfra 7.59504757051 1.70024724123 -13628.4991053 -8.71139628933 29.9954056758 SE 4975 0.000103236772068 0.00215928732661 0.00403380393982 1.86926355335e-26 1.0 2.4019517594e-23 1.99059183581e-08 0.0 -13660.0028191
29322.1060372 0.5934994388 80.9619501346 4 Rgs5 7.59504757051 0.684864724449 -14644.0286573 -9.98399978857 61.9631078796 SE 4975 4.574516431e-05 0.000906374040311 0.00401020050049 5.26229729715e-54 1.0 2.29160409015e-53 0.0 0.0 -14724.9906075
29035.7120042 0.225424585131 20.2519454929 4 Slco1a4 7.59504757051 3.43578824745 -14500.8316408 -13.2126266819 40.7414170227 SE 4975 0.000462949833435 0.0155603723418 0.00401306152344 1.84568132903e-12 0.999999999996 1.27707989455e-14 6.7884394962e-06 0.0 -14521.0835863
24625.957291 0.939510986122 199.288667728 4 Vgf 7.59504757051 0.0643781662677 -12295.9542842 -17.2581951482 223.789561728 SE 4975 8.15222130985e-05 0.0206025137391 0.011262178421 8.59308104769e-158 1.0 3.95272698484e-170 0.0 0.0 -12495.2429519
20368.7680745 0.349510489667 242.07398788 4 Cartpt 19.1928409965 1.85974456627 -10167.3596759 -5.89565548137 6.944397698 SE 4975 2.08774857346e-06 4.54721172486e-05 0.00515198707581 1.15989176376e-162 1.0 2.71668941117e-207 0.0 0.0 -10409.4336638
22429.3020084 0.296573024792 158.185995429 4 Crh 19.1928409965 2.37006680429 -11197.6266429 7.47468705772 9.96460946893 SE 4975 3.42412345163e-06 8.57085289112e-05 0.00630211830139 2.6782114086e-80 1.0 6.83590236573e-128 0.0 0.0 -11355.8126383
22614.8005991 0.393633155622 276.00979596 4 Nts 19.1928409965 1.53927774373 -11290.3759382 12.3926100349 28.7149205126 SE 4975 2.30004325188e-06 4.63534790294e-05 0.00520920753479 1.34763125636e-193 1.0 2.58818840172e-230 0.0 0.0 -11566.3857342
18975.2184872 0.34757599119 205.488436611 4 Sst 19.1928409965 1.87565681736 -9470.5848823 8.88854775195 13.7385248035 SE 4975 2.66897487153e-06 5.83726775643e-05 0.00512599945068 3.03806982957e-127 1.0 1.6287191942e-175 0.0 0.0 -9676.07331891
23255.1239447 0.550723574069 790.521580246 4 Tac1 19.1928409965 0.815179368492 -11610.537611 -32.145000572 209.895935991 SE 4975 8.80285247316e-07 1.67592115315e-05 0.00403189659119 0.0 1.0 0.0 0.0 0.0 -12401.0591913
21766.5685545 0.42137527948 326.50626999 4 Trh 19.1928409965 1.37214859683 -10866.259916 24.2175823703 106.005972487 SE 4975 2.06003220958e-06 4.01401455953e-05 0.00460004806519 4.07408981948e-255 1.0 9.57156342001e-278 0.0 0.0 -11192.766186
27521.8003965 0.11110362308 140.784971937 4 Cckbr 48.5007028721 7.96126153816 -13743.8758369 -19.7301139568 14.018875152 SE 4975 2.5425082653e-06 0.000231411738048 0.023787021637 9.58771658451e-78 1.0 9.20500428429e-118 0.0 0.0 -13884.6608089
22766.2798327 0.350796175487 783.875234096 4 Adcyap1 48.5007028721 1.84155713052 -11366.115555 2.31293876517 2.7335527152 SE 4975 2.38641575048e-06 5.18362705042e-05 0.00470495223999 0.0 1.0 0.0 0.0 0.0 -12149.9907891
20650.9312032 0.261891497446 345.251753506 4 Cck 48.5007028721 2.80451512169 -10308.4412403 23.3486174551 22.2050850127 SE 4975 3.26620530614e-06 9.26568690558e-05 0.0046980381012 2.62405640968e-243 1.0 6.53087340049e-297 0.0 0.0 -10653.6929938
22080.3325215 0.166937843659 228.868110543 4 Fos 48.5007028721 4.96571263604 -11023.1418995 -1.37803334091 0.95519853589 SE 4975 3.06966540896e-06 0.000152262192471 0.00472688674927 3.02616864429e-49 1.0 3.94172777039e-148 0.0 0.0 -11252.01001
22687.5128839 0.219962526583 312.76943468 4 Gal 48.5007028721 3.52878943196 -11326.7320807 15.1320404367 9.94817274813 SE 4975 2.94835169969e-06 0.00010206135103 0.00470995903015 1.67389298928e-182 1.0 9.21788774916e-262 0.0 0.0 -11639.5015154
19028.6568831 0.387732384209 982.748429761 4 Gnrh1 48.5007028721 1.57133285145 -9497.30408023 -10.65010367 6.02688782973 SE 4975 2.22094386618e-06 4.51465257389e-05 0.00475215911865 0.0 1.0 0.0 0.0 0.0 -10480.05251
22317.3253882 0.500692399183 1585.82157261 4 Nnat 48.5007028721 0.992330078384 -11141.6383328 -15.5453873655 14.2224318597 SE 4975 1.55708568298e-06 2.91655134593e-05 0.00360798835754 0.0 1.0 0.0 0.0 0.0 -12727.4599054
20117.2597127 0.326938922211 699.218415955 4 Oxt 48.5007028721 2.04855121843 -10041.605495 9.38163374705 4.87144644917 SE 4975 2.36622951277e-06 5.43174761835e-05 0.00475287437439 0.0 1.0 0.0 0.0 0.0 -10740.823911
21854.9333203 0.199218448248 305.9833977 4 Penk 48.5007028721 3.99984795712 -10910.4422989 16.3002146745 10.787342082 SE 4975 2.82475419994e-06 0.00011062905947 0.00732898712158 8.1698621213e-184 1.0 1.18109916816e-248 0.0 0.0 -11216.4256966
25091.3383747 0.234467543471 378.824328146 4 Scg2 48.5007028721 3.24892624031 -12528.644826 -30.1342812988 36.8209260464 SE 4975 2.77798105845e-06 8.91491688592e-05 0.00863289833069 2.21590537288e-203 1.0 0.0 0.0 0.0 -12907.4691542
24857.3209368 0.412597953942 1035.53451149 4 Sln 48.5007028721 1.41666564357 -12411.6361071 -28.1997618304 37.77842046 SE 4975 2.18749587348e-06 4.30300200105e-05 0.00743389129639 0.0 1.0 0.0 0.0 0.0 -13447.1706186
22559.9487536 0.159507185311 182.420672193 4 Tac2 48.5007028721 5.24339686793 -11262.9500155 -11.2587487583 5.3548064233 SE 4975 3.43812771714e-06 0.000181780398642 0.0055730342865 9.24741484198e-78 1.0 1.77113496274e-155 0.0 0.0 -11445.3706877
21490.5004355 0.181660648346 324.921819053 4 Ucn3 48.5007028721 4.48261616142 -10728.2258565 -15.4331043616 9.43623668717 SE 4975 2.42714212729e-06 0.000107274688677 0.00475811958313 8.1030829705e-127 1.0 4.99552185932e-272 0.0 0.0 -11053.1476755
29362.0033784 0.0387051120456 34.3430680906 4 Aldh1l1 122.56227098 24.1169004053 -14663.9773279 10.7831032495 1.6131457619 SE 4975 9.66783972021e-06 0.00547351697673 0.0144109725952 9.4785423314e-24 1.0 4.40010544895e-23 4.62043092675e-09 0.0 -14698.320396
28840.1580392 0.0591066161872 62.4436743068 4 Amigo2 122.56227098 15.4574376641 -14403.0546583 -41.3860401539 13.0619041301 SE 4975 9.90880945554e-06 0.00260847875831 0.0238080024719 5.84504707851e-31 1.0 2.8770528399e-51 2.77555756156e-15 0.0 -14465.4983326
29723.7214312 0.0944214985519 148.849145813 4 Aqp4 122.56227098 9.31297422726 -14844.8363543 16.1335058922 4.27836747741 SE 4975 1.22162286875e-05 0.00144496865294 0.00480794906616 1.84499049139e-65 1.0 2.55922816536e-126 0.0 0.0 -14993.6855001
28948.7160355 0.0782571475845 151.190843014 4 Ar 122.56227098 11.4371798528 -14457.3336565 -51.409500321 20.6503280187 SE 4975 7.65696412672e-06 0.00123903188126 0.0047390460968 4.2174959396e-35 1.0 2.22150344723e-126 0.0 0.0 -14608.5244995
28834.9428059 0.0506076308129 81.6018048557 4 Arhgap36 122.56227098 18.2164152015 -14400.4470417 -28.2278769815 6.41042743522 SE 4975 6.61457268748e-06 0.00229688419905 0.0252978801727 9.04378057707e-20 1.0 6.4595426378e-54 0.0 0.0 -14482.0488465
28413.1964743 0.0330568364239 37.8608461537 4 Baiap2 122.56227098 28.4035644614 -14189.5738759 -26.284668621 4.92320483217 SE 4975 5.10418905374e-06 0.00387277231036 0.0160918235779 0.00817925626318 0.991820743736 6.42324321526e-30 7.59748153278e-10 0.0 -14227.434722
28315.4368914 2.00144447947e-09 58.1724074 4 Bdnf 122.56227098 485165195.41 -14140.6940844 -33.0259552352 2.28448809749e-06 SE 4975 1.09179437296e-08 1973464475.95 0.0271480083466 7.05211805408e-21 1.0 1.14238668168e-38 2.39808173319e-14 0.0 -14198.8664918
27180.586002 0.0369839952317 49.2477128574 4 Calcr 122.56227098 25.2844124777 -13573.2686397 -22.0830365525 3.64880675946 SE 4975 5.39478647271e-06 0.00332217726363 0.0154418945312 2.41434431029e-26 1.0 8.33324578956e-40 2.25597318604e-12 0.0 -13622.5163526
27475.7553682 0.0614608262338 61.6402234698 4 Cbln1 122.56227098 14.8281577011 -13720.8533228 -30.7265090374 7.52660149806 SE 4975 1.2469595296e-05 0.003064147313 0.0245668888092 6.14823567768e-30 1.0 1.43488217083e-50 4.10782519111e-15 0.0 -13782.4935463
28468.2644891 0.0897009505933 171.385933376 4 Ccnd2 122.56227098 9.85417407546 -14217.1078833 -23.2263268052 5.67948308679 SE 4975 9.57796199774e-06 0.00123280670897 0.00498986244202 1.08962924057e-85 1.0 5.49215067859e-144 0.0 0.0 -14388.4938167
28789.1709159 0.171807079754 428.209383165 4 Cd24a 122.56227098 4.68083835419 -14377.5610967 -31.2205499564 11.4177512558 SE 4975 1.25664059585e-05 0.000599054617496 0.0088210105896 3.4633889522e-172 1.0 0.0 0.0 0.0 -14805.7704798
27099.3765553 0.0353628682435 48.3933878512 4 Coch 122.56227098 26.4880311448 -13532.6639164 -27.6043585815 5.32697576529 SE 4975 5.13138529648e-06 0.00343390208701 0.0165719985962 9.8453995866e-10 0.999999999014 6.29544954523e-38 3.48743256495e-12 0.0 -13581.0573042
27603.7160971 0.0421393979189 52.8313068481 4 Col25a1 122.56227098 22.0722786648 -13784.8336872 -28.1984668152 5.87153032348 SE 4975 7.29419544398e-06 0.0035321631426 0.0411660671234 1.43067033095e-16 1.0 6.42900891983e-43 3.63487018262e-13 0.0 -13837.6649941
25971.6422061 0.0263294500084 36.6745624027 4 Crhbp 122.56227098 35.9090101041 -12968.7967418 -15.2593047964 1.67568033113 SE 4975 4.33892482687e-06 0.0050501623449 0.0251150131226 2.16935441089e-15 1.0 6.94566778974e-29 1.39589073633e-09 0.0 -13005.4713042
29322.4359703 0.0354367609292 38.0777164861 4 Cxcl14 122.56227098 26.4307735453 -14644.1936239 4.22226633203 0.895387958503 SE 4975 6.88058219222e-06 0.00458663727192 0.016242980957 3.0199610627e-21 1.0 4.19710640096e-30 6.79821088312e-10 0.0 -14682.2713403
29158.662672 0.0905777044269 163.795661889 4 Dgkk 122.56227098 9.74939067111 -14562.3069747 -31.6785881199 9.3567759406 SE 4975 9.2144919509e-06 0.00116708988738 0.00667500495911 3.9225909416e-63 1.0 5.5046251606e-134 0.0 0.0 -14726.1026366
24768.4907046 0.0632454722387 86.708538507 4 Ebf3 122.56227098 14.3823398685 -12367.220991 -2.13530194721 0.602354025058 SE 4975 8.34010278113e-06 0.00194897165936 0.00916695594788 6.90652044767e-52 1.0 1.25357752924e-57 0.0 0.0 -12453.9295295
28703.9117626 0.141135396534 300.278023085 4 Ermn 122.56227098 5.90910820669 -14334.93152 -19.9333008033 6.04561009658 SE 4975 1.24439321235e-05 0.000785315322961 0.00475215911865 7.65519248255e-119 1.0 2.47753239565e-255 0.0 0.0 -14635.2095431
27714.486131 0.0841317404593 170.083087797 4 Esr1 122.56227098 10.5707626378 -13840.2187042 -37.7296991977 11.7156130308 SE 4975 8.72958263007e-06 0.0012502460909 0.00473403930664 1.35026177233e-43 1.0 1.13793227165e-141 0.0 0.0 -14010.301792
28160.9810327 2.00144447947e-09 47.2649074758 4 Etv1 122.56227098 485165195.41 -14063.466155 -13.6457051465 4.18892050542e-07 SE 4975 1.08697992569e-08 1964762159.02 0.036544084549 2.27789097594e-25 1.0 4.16124050698e-30 6.20126172635e-12 0.0 -14110.7310625
27432.7752985 0.0358059764548 32.8699780727 4 Fezf1 122.56227098 26.1482181525 -13699.363288 -17.3222373336 2.44664382728 SE 4975 9.56967531341e-06 0.00625760035521 0.0213069915771 2.2420195574e-18 1.0 1.40066417569e-25 9.85332415659e-09 0.0 -13732.233266
28982.3537169 0.0732633953083 115.545998367 4 Gabra1 122.56227098 12.2829437155 -14474.1524972 -51.6125300318 20.5421732872 SE 4975 9.66078677565e-06 0.00174946129843 0.0048680305481 2.2156711336e-60 1.0 2.16199695222e-97 0.0 0.0 -14589.6984955
28737.2594505 0.0818537410714 121.640603898 4 Gabrg1 122.56227098 10.8919721386 -14351.605364 -36.3129057538 11.1930616947 SE 4975 1.03381071847e-05 0.0015505024606 0.00498604774475 1.72175669341e-62 1.0 1.0993810189e-102 0.0 0.0 -14473.2459679
29501.9657388 0.147568191788 418.98882323 4 Gad1 122.56227098 5.60918904653 -14733.9585081 -38.0280072402 14.8119062917 SE 4975 1.07451627368e-05 0.000635217024164 0.00500011444092 1.16647983702e-93 1.0 0.0 0.0 0.0 -15152.9473313
28785.0693324 0.124563596189 271.983103734 4 Gda 122.56227098 6.82443419396 -14375.5103049 -47.3300694715 19.5811884575 SE 4975 9.68676174051e-06 0.000737820197515 0.00501298904419 8.09556031854e-109 1.0 1.43215309259e-188 0.0 0.0 -14647.4934086
26449.4939475 2.00144447947e-09 63.3610712831 4 Gem 122.56227098 485165195.41 -13207.7226125 -16.2336064899 5.68216190937e-07 SE 4975 5.67453909817e-09 1025696926.55 0.0268909931183 5.32699894427e-25 1.0 4.3412904467e-45 1.7763568394e-15 0.0 -13271.0836838
28816.7050423 0.0666256607585 113.070258828 4 Gjc3 122.56227098 13.6034014227 -14391.3281598 -24.1187227494 5.45477043126 SE 4975 7.37703177202e-06 0.00157410835808 0.00498604774475 6.25270622905e-63 1.0 7.57837122239e-92 0.0 0.0 -14504.3984187
28738.1660076 0.0888879190164 123.557851997 4 Glra3 122.56227098 9.95318903515 -14352.0586425 -52.9597062173 22.2812834739 SE 4975 1.34227388462e-05 0.00175395030076 0.00500798225403 1.5682533224e-66 1.0 2.37600581809e-104 0.0 0.0 -14475.6164945
28161.5663303 0.0361231358396 40.6664618188 4 Gpr165 122.56227098 25.9101124554 -14063.7588038 -35.9502006952 8.85504026332 SE 4975 6.3388608486e-06 0.0040777009117 0.0166969299316 5.97979342068e-15 1.0 2.36806782259e-32 1.8055967832e-10 0.0 -14104.4252657
26245.0507035 0.0378937126658 40.3038524856 4 Greb1 122.56227098 24.6540959113 -13105.5009904 -13.628474276 1.64441492313 SE 4975 6.86683916366e-06 0.00404281376793 0.0163230895996 4.33781715091e-14 1.0 4.89049553056e-32 2.17379891865e-10 0.0 -13145.8048429
28915.0596363 0.0749217162464 92.2145313427 4 Htr2c 122.56227098 11.9895795853 -14440.5054569 -45.6412244766 16.4607068256 SE 4975 9.91176353124e-06 0.00172741760328 0.00498080253601 3.95356719565e-55 1.0 3.98391374245e-77 0.0 0.0 -14532.7199882
28817.3329808 0.169049260939 412.115127104 4 Irs4 122.56227098 4.77304125479 -14391.6421291 -45.684781524 19.9895217961 SE 4975 1.28521706606e-05 0.000626488612682 0.00889897346497 1.53987212221e-92 1.0 0.0 0.0 0.0 -14803.7572562
26033.3484161 0.050370334818 54.3454999658 4 Isl1 122.56227098 18.3068077749 -12999.6498468 -22.17242193 3.90105394382 SE 4975 9.14203692079e-06 0.00320150539813 0.0238530635834 4.8758325062e-27 1.0 3.11123463765e-44 1.68198788231e-13 0.0 -13053.9953467
25685.3882958 0.0977639536002 108.112804469 4 Lmod1 122.56227098 8.96137402489 -12825.6697866 -5.83127649472 1.34205762873 SE 4975 1.49633411469e-05 0.00167214413718 0.0051281452179 1.32504405172e-39 1.0 1.36738673971e-49 0.0 0.0 -12933.7825911
28894.6200717 0.0819659163388 122.315406743 4 Lpar1 122.56227098 10.8757369078 -14430.2856745 -13.8540722414 3.10767959439 SE 4975 1.03690058793e-05 0.00155155422001 0.004714012146 1.54748005234e-72 1.0 2.85116161594e-103 0.0 0.0 -14552.6010813
28718.357382 0.0906785001112 134.308473287 4 Mlc1 122.56227098 9.73747415002 -14342.1543297 11.4100457924 2.80280112267 SE 4975 1.51881968161e-05 0.00192017506926 0.0132501125336 1.25202035788e-47 1.0 1.09138147594e-113 0.0 0.0 -14476.462803
25912.5224815 0.132005757814 109.719043724 4 Myh11 122.56227098 6.38494492929 -12939.2368795 -8.05033475544 2.08410877062 SE 4975 2.34787456489e-05 0.00163724368519 0.00482296943665 1.09544695321e-56 1.0 5.65093744272e-60 0.0 0.0 -13048.9559232
28546.4494744 0.0787095305641 111.738201777 4 Ndrg1 122.56227098 11.3658636672 -14256.2003759 -34.3033583144 9.99936559575 SE 4975 1.09431976085e-05 0.00175357153764 0.00475311279297 8.97994709966e-56 1.0 9.36640258927e-92 0.0 0.0 -14367.9385777
29242.9500439 0.084836659241 113.411399452 4 Necab1 122.56227098 10.474860379 -14604.4506607 -28.844716722 7.95223888297 SE 4975 9.94417889927e-06 0.00140443682483 0.00494980812073 7.74360442728e-63 1.0 5.4424125071e-88 0.0 0.0 -14717.8620601
